hunt_code,open_date,close_date,bag_limit_description,notes
E-F-201-O4-R,2026-11-18,2026-11-22,Elk Doe/Cow,Fourth Rifle; List R
E-F-211-L1-R,2026-12-01,2027-01-31,Elk Doe/Cow,Late Season; List R
E-F-211-W1-R,2026-10-14,2026-10-18,Elk Doe/Cow,First Rifle; List R
E-F-214-O2-R,2026-10-24,2026-11-01,Elk Doe/Cow,Second Rifle; List R
E-F-214-O3-R,2026-11-07,2026-11-15,Elk Doe/Cow,Third Rifle; List R
E-F-214-W1-R,2026-10-14,2026-10-18,Elk Doe/Cow,First Rifle; List R
E-F-214-W4-R,2026-11-18,2026-11-22,Elk Doe/Cow,Fourth Rifle; List R
E-F-231-O2-R,2026-10-24,2026-11-01,Elk Doe/Cow,Second Rifle; List R
E-F-231-O3-R,2026-11-07,2026-11-15,Elk Doe/Cow,Third Rifle; List R
E-F-231-O4-R,2026-11-18,2026-11-22,Elk Doe/Cow,Fourth Rifle; List R
E-F-301-W1-R,2026-10-14,2026-10-18,Elk Doe/Cow,First Rifle; List R
E-F-301-W2-R,2026-10-24,2026-11-01,Elk Doe/Cow,Second Rifle; List R
E-F-301-W3-R,2026-11-07,2026-11-15,Elk Doe/Cow,Third Rifle; List R
E-F-301-W4-R,2026-11-18,2026-11-22,Elk Doe/Cow,Fourth Rifle; List R
E-F-361-L1-R,2026-12-01,2027-01-31,Elk Doe/Cow,Late Season; List R
E-F-371-O2-R,2026-10-24,2026-11-01,Elk Doe/Cow,Second Rifle; List R
E-F-371-O3-R,2026-11-07,2026-11-15,Elk Doe/Cow,Third Rifle; List R
E-F-371-O4-R,2026-11-18,2026-11-22,Elk Doe/Cow,Fourth Rifle; List R
E-F-391-O1-M,2026-09-02,2026-09-30,Elk Doe/Cow,Archery; List M
E-F-411-O4-R,2026-11-18,2026-11-22,Elk Doe/Cow,Fourth Rifle; List R
E-F-421-O2-R,2026-10-24,2026-11-01,Elk Doe/Cow,Second Rifle; List R
E-F-441-W1-R,2026-10-14,2026-10-18,Elk Doe/Cow,First Rifle; List R
E-F-441-W2-R,2026-10-24,2026-11-01,Elk Doe/Cow,Second Rifle; List R
E-F-441-W3-R,2026-11-07,2026-11-15,Elk Doe/Cow,Third Rifle; List R
E-F-444-O2-R,2026-10-24,2026-11-01,Elk Doe/Cow,Second Rifle; List R
E-F-444-O3-R,2026-11-07,2026-11-15,Elk Doe/Cow,Third Rifle; List R
E-F-444-O4-R,2026-11-18,2026-11-22,Elk Doe/Cow,Fourth Rifle; List R
E-F-461-O1-M,2026-09-02,2026-09-30,Elk Doe/Cow,Archery; List M
E-F-481-O1-M,2026-09-02,2026-09-30,Elk Doe/Cow,Archery; List M
E-F-481-O2-R,2026-10-24,2026-11-01,Elk Doe/Cow,Second Rifle; List R
E-F-481-O3-R,2026-11-07,2026-11-15,Elk Doe/Cow,Third Rifle; List R
E-F-481-O4-R,2026-11-18,2026-11-22,Elk Doe/Cow,Fourth Rifle; List R
E-F-500-L1-R,2026-12-01,2027-01-31,Elk Doe/Cow,Late Season; List R
E-F-500-O1-M,2026-09-02,2026-09-30,Elk Doe/Cow,Archery; List M
E-F-500-O2-R,2026-10-24,2026-11-01,Elk Doe/Cow,Second Rifle; List R
E-F-500-O3-R,2026-11-07,2026-11-15,Elk Doe/Cow,Third Rifle; List R
E-F-500-O4-R,2026-11-18,2026-11-22,Elk Doe/Cow,Fourth Rifle; List R
E-F-501-L1-R,2026-12-01,2027-01-31,Elk Doe/Cow,Late Season; List R
E-F-501-O1-M,2026-09-02,2026-09-30,Elk Doe/Cow,Archery; List M
E-F-501-O2-R,2026-10-24,2026-11-01,Elk Doe/Cow,Second Rifle; List R
E-F-501-O3-R,2026-11-07,2026-11-15,Elk Doe/Cow,Third Rifle; List R
E-F-501-O4-R,2026-11-18,2026-11-22,Elk Doe/Cow,Fourth Rifle; List R
E-F-511-O1-R,2026-09-02,2026-09-30,Elk Doe/Cow,Archery; List R
E-F-511-O2-R,2026-10-24,2026-11-01,Elk Doe/Cow,Second Rifle; List R
E-F-511-O3-R,2026-11-07,2026-11-15,Elk Doe/Cow,Third Rifle; List R
E-F-511-O4-R,2026-11-18,2026-11-22,Elk Doe/Cow,Fourth Rifle; List R
E-F-521-O1-M,2026-09-02,2026-09-30,Elk Doe/Cow,Archery; List M
E-F-521-O1-R,2026-09-02,2026-09-30,Elk Doe/Cow,Archery; List R
E-F-521-O2-R,2026-10-24,2026-11-01,Elk Doe/Cow,Second Rifle; List R
E-F-551-O1-M,2026-09-02,2026-09-30,Elk Doe/Cow,Archery; List M
E-F-551-O1-R,2026-09-02,2026-09-30,Elk Doe/Cow,Archery; List R
E-F-551-O2-R,2026-10-24,2026-11-01,Elk Doe/Cow,Second Rifle; List R
E-F-551-O3-R,2026-11-07,2026-11-15,Elk Doe/Cow,Third Rifle; List R
E-F-551-O4-R,2026-11-18,2026-11-22,Elk Doe/Cow,Fourth Rifle; List R
E-F-561-O1-M,2026-09-02,2026-09-30,Elk Doe/Cow,Archery; List M
E-F-561-O2-R,2026-10-24,2026-11-01,Elk Doe/Cow,Second Rifle; List R
E-F-561-O3-R,2026-11-07,2026-11-15,Elk Doe/Cow,Third Rifle; List R
E-F-561-O4-R,2026-11-18,2026-11-22,Elk Doe/Cow,Fourth Rifle; List R
E-F-591-L1-R,2026-12-01,2027-01-31,Elk Doe/Cow,Late Season; List R
E-F-682-O1-M,2026-09-02,2026-09-30,Elk Doe/Cow,Archery; List M
E-F-711-O2-R,2026-10-24,2026-11-01,Elk Doe/Cow,Second Rifle; List R
E-F-711-O3-R,2026-11-07,2026-11-15,Elk Doe/Cow,Third Rifle; List R
E-F-711-O4-R,2026-11-18,2026-11-22,Elk Doe/Cow,Fourth Rifle; List R
E-F-741-O2-R,2026-10-24,2026-11-01,Elk Doe/Cow,Second Rifle; List R
E-F-741-O3-R,2026-11-07,2026-11-15,Elk Doe/Cow,Third Rifle; List R
E-F-741-O4-R,2026-11-18,2026-11-22,Elk Doe/Cow,Fourth Rifle; List R
E-F-851-L1-R,2026-12-01,2027-01-31,Elk Doe/Cow,Late Season; List R
E-F-851-W1-R,2026-10-14,2026-10-18,Elk Doe/Cow,First Rifle; List R
E-M-001-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-002-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-007-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-007-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-007-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-007-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-009-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-009-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-009-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-009-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-010-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-011-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-011-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-012-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-014-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-019-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-019-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-019-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-020-L1-R,2026-12-01,2027-01-31,Elk Buck/Bull,Late Season; List R
E-M-020-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-020-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-020-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-025-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-026-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-029-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-029-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-029-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-033-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-035-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-038-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-038-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-039-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-041-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-041-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-041-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-043-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-044-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-044-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-044-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-045-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-046-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-046-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-046-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-046-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-048-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-048-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-048-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-048-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-049-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-049-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-049-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-049-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-050-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-050-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-050-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-050-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-050-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-051-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-051-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-051-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-053-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-053-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-053-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-054-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-054-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-054-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-055-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-055-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-055-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-055-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-055-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-056-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-057-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-057-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-057-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-059-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-059-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-059-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-060-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-060-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-061-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-061-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-061-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-061-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-061-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-062-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-062-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-063-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-063-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-064-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-066-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-066-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-066-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-066-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-067-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-067-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-067-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-068-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-068-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-068-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-069-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-069-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-069-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-070-O1-A,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List A
E-M-070-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-070-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-070-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-071-O1-A,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List A
E-M-071-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-071-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-071-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-071-P4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-074-O1-A,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List A
E-M-074-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-074-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-074-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-074-P4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-075-O1-A,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List A
E-M-075-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-075-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-075-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-075-P4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-076-E1-R,2026-09-12,2026-09-20,Elk Buck/Bull,Muzzleloader; List R
E-M-076-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-076-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-076-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-077-O1-A,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List A
E-M-077-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-077-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-079-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-079-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-080-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-080-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-080-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-104-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-104-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-104-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-133-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-191-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-191-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-191-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-191-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-201-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-214-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-231-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-391-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-391-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-444-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-461-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-461-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-481-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-481-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-481-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-481-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-481-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-500-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-500-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-500-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-500-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-500-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-501-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-501-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-501-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-511-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-511-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-551-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-551-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-551-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-551-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-551-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-561-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-561-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-561-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-561-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-561-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-851-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-851-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-851-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-851-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-851-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
